compound_id	category	collection	local_i	main_i	main_d	propensity	availability	purity	logP	logD	logSw	pka_ma	color	stereo	state	cas	chembl_similars	n_similars
789_1391	random	DC	NA	NA	NA	NA	7	90%	5.0793	5.0793	-5.5525	28.8079	YELLOW	ACHIRAL	Solid	NA	0	0
202_1954	random	DC	NA	NA	NA	NA	105	90%	2.5077	0.95	-2.8595	15.39	NOT COLORED	RACEMIC MIXTURE	Solid	NA	CHEMBL1490302	1
512_1833	random	DC	NA	NA	NA	NA	88	90%	2.044	2.041	-2.671	9.702	NOT COLORED	ACHIRAL	Solid	NA	0	0
806_1959	random	NC	NA	NA	NA	NA	12	90%	4.3844	4.3444	-4.3173	18.0811	YELLOW	ACHIRAL	Solid	NA	0	0
840_1042	random	DC	NA	NA	NA	NA	50	90%	5.86	5.86	-6.51	14	NOT COLORED	ACHIRAL	Solid	NA	0	0
31_1287	random	DC	NA	NA	NA	NA	24	90%	4.1931	4.1924	-4.4678	10.2536	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL5496345	1
776_1478	random	DC	NA	NA	NA	NA	28	90%	4.4392	4.4392	-4.5682	17.4073	ORANGE	ACHIRAL	Solid	NA	CHEMBL1613212	1
119_1674	random	DC	NA	NA	NA	NA	237	90%	2.6561	2.4937	-3.1576	20.5001	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL4937981	1
251_1051	random	DC	NA	NA	NA	NA	2	90%	4.3204	3.8985	-4.3377	7.1846	YELLOW	ACHIRAL	Solid	NA	0	0
845_1490	random	NC	NA	NA	NA	NA	11	90%	1.8101	1.81	-2.2871	19.3498	YELLOW	ACHIRAL	Solid	NA	0	0
530_1562	random	DC	NA	NA	NA	NA	10	90%	4.5225	4.5225	-4.4133	26.2666	NOT COLORED	ACHIRAL	Solid	NA	0	0
784_1961	random	DC	NA	NA	NA	NA	3	90%	4.4467	4.4467	-4.2994	27.3268	NOT COLORED	ACHIRAL	Solid	NA	0	0
169_1971	random	DC	NA	NA	NA	NA	3	90%	4.3099	4.3027	-4.534	24.2016	BROWN	RACEMIC MIXTURE	Solid	NA	0	0
199_1788	random	DC	NA	NA	NA	NA	5	90%	5.212	5.212	-5.1548	20.9635	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
550_1091	random	NC	NA	NA	NA	NA	19	90%	6.8581	6.8519	-6.3853	10.5685	YELLOW	ACHIRAL	Solid	NA	0	0
17_1775	random	IC	NA	NA	NA	NA	55	90%	1.0933	-0.4674	-2.2447	9.6889	NOT COLORED	ACHIRAL	Solid	NA	0	0
899_1373	random	DC	NA	NA	NA	NA	40	90%	4.5259	2.7773	-4.6106	5.6592	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL4969680	1
83_1817	random	DC	NA	NA	NA	NA	7	90%	4.1785	4.1267	-3.8916	16.5759	NOT COLORED	ACHIRAL	Solid	NA	0	0
359_1122	random	DC	NA	NA	NA	NA	15	90%	5.2055	5.2052	-5.235	27.0805	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
530_1061	random	NC	NA	NA	NA	NA	85	90%	2.3998	-1.1084	-3.036	3.8919	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1608349, CHEMBL1379962, CHEMBL1406143	3
543_1417	random	DC	NA	NA	NA	NA	116	90%	3.2091	3.2091	-3.3863	16.5959	NOT COLORED	RACEMIC MIXTURE	Solid	NA	CHEMBL1429030	1
724_1855	random	NC	NA	NA	NA	NA	30	90%	4.467	3.57	-4.5191	6.5619	YELLOW	ACHIRAL	Solid	NA	0	0
308_1824	random	DC	NA	NA	NA	NA	11	90%	5.1206	5.1206	-5.5406	15.1822	RED	ACHIRAL	Solid	1028630-69-4	CHEMBL580636, CHEMBL585446	2
886_1273	random	DC	NA	NA	NA	NA	27	90%	1.8532	1.823	-1.6364	19.4561	BROWN	ACHIRAL	Solid	NA	CHEMBL1623612, CHEMBL1525689	2
783_1526	random	DC	NA	NA	NA	NA	28	90%	3.7548	3.7548	-4.4149	13.3382	YELLOW	RACEMIC MIXTURE	Solid	NA	CHEMBL4556517	1
964_1163	random	IC	NA	NA	NA	NA	16	90%	1.5064	-0.2202	-1.7453	13.993	YELLOW	ABSOLUTE	Solid	NA	0	0
155_1226	random	NC	NA	NA	NA	NA	55	90%	0.4107	0.4045	-2.1044	9.2453	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL4926511, CHEMBL4920606	2
492_1011	random	DC	NA	NA	NA	NA	12	90%	6.7117	6.7117	-5.783	19.1947	YELLOW	ACHIRAL	Solid	NA	CHEMBL1476352, CHEMBL1416761, CHEMBL1709376	3
180_1431	random	NC	NA	NA	NA	NA	2	90%	3.7236	1.8293	-4.2018	5.5112	ORANGE	ACHIRAL	Solid	NA	0	0
11_1679	random	NC	NA	NA	NA	NA	30	90%	4.3485	4.3485	-4.0638	12.4596	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1440562, CHEMBL4945705, CHEMBL1331951, CHEMBL1723110	4
841_1720	random	DC	NA	NA	NA	NA	15	90%	3.9548	3.9548	-3.9248	13.0267	NOT COLORED	ACHIRAL	Solid	NA	0	0
781_1022	random	DC	NA	NA	NA	NA	7	90%	1.6958	1.6958	-1.9248	28.1629	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1779556	1
89_1675	random	NC	NA	NA	NA	NA	19	90%	4.6585	4.6585	-4.3722	13.7101	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1593525	1
967_1064	random	DC	NA	NA	NA	NA	15	90%	8.2985	8.2985	-6.0571	12.3382	YELLOW	ACHIRAL	Solid	NA	0	0
273_1723	random	DC	NA	NA	NA	NA	31	90%	4.0413	2.8647	-3.9753	5.3166	YELLOW	ACHIRAL	Solid	NA	0	0
517_1334	random	DC	NA	NA	NA	NA	5	90%	5.9205	5.8594	-6.5872	20.5521	NOT COLORED	ACHIRAL	Solid	NA	0	0
481_1107	random	DC	NA	NA	NA	NA	86	90%	4.3485	4.3483	-4.6086	10.7461	ORANGE	ACHIRAL	Solid	NA	0	0
686_1544	random	NC	NA	NA	NA	NA	247	90%	3.6753	3.6752	-3.9237	23.2382	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL4996569, CHEMBL4986759, CHEMBL5017503, CHEMBL4970675	4
924_1279	random	DC	NA	NA	NA	NA	13	90%	5.7131	5.7131	-5.5586	13.6657	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
981_1588	random	DC	NA	NA	NA	NA	21	90%	4.3091	3.8215	-4.3806	7.0834	BROWN	ACHIRAL	Solid	NA	CHEMBL1475421, CHEMBL1317707	2
563_1606	random	NC	NA	NA	NA	NA	75	90%	4.5275	4.5268	-4.5963	10.1965	NOT COLORED	ACHIRAL	Solid	NA	0	0
514_1544	random	DC	NA	NA	NA	NA	8	90%	4.1826	4.1797	-4.8406	9.578	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
602_1465	random	DC	NA	NA	NA	NA	50	90%	4.1156	4.1156	-4.4076	20.7379	NOT COLORED	ACHIRAL	Solid	NA	0	0
136_1504	random	DC	NA	NA	NA	NA	50	90%	4.9	4.9	-5.5	14	NOT COLORED	ACHIRAL	Solid	NA	0	0
917_1883	random	DC	NA	NA	NA	NA	3	90%	11.62	11.62	-5.88	22.51	NOT COLORED	ACHIRAL	Solid	NA	0	0
439_1175	random	DC	NA	NA	NA	NA	50	90%	3.27	1.48	-4.13	9.96	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
761_1119	random	DC	NA	NA	NA	NA	9	90%	6.283	5.815	-5.422	7.1127	ORANGE	ACHIRAL	Solid	NA	0	0
799_1273	random	DC	NA	NA	NA	NA	24	90%	1.576	1.46	-1.584	6.1188	BROWN	ACHIRAL	Solid	NA	0	0
504_1412	random	DC	NA	NA	NA	NA	8	90%	4.973	4.9706	-4.6105	13.1975	NOT COLORED	MIXTURE OF STEREOISOMERS	Solid	NA	0	0
112_1670	random	DC	NA	NA	NA	NA	2	90%	2.2211	2.2211	-3.4526	12.2244	ORANGE	ACHIRAL	Solid	NA	0	0
790_1962	random	DC	NA	NA	NA	NA	2	90%	4.2166	4.2166	-4.3023	16.2764	NOT COLORED	ACHIRAL	Solid	NA	0	0
730_1980	random	DC	NA	NA	NA	NA	38	90%	1.4002	1.365	-2.1155	8.4733	NOT COLORED	ACHIRAL	Solid	NA	0	0
990_1807	random	DC	NA	NA	NA	NA	7	90%	7.1546	7.1546	-5.8213	12.977	NOT COLORED	ACHIRAL	Solid	NA	0	0
384_1800	random	DC	NA	NA	NA	NA	15	90%	1.8653	-0.6689	-2.046	15.5403	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1892385, CHEMBL4577955, CHEMBL1349127	3
612_1493	random	NC	NA	NA	NA	NA	78	90%	2.2499	2.2499	-2.5792	13.5682	NOT COLORED	ACHIRAL	Solid	NA	0	0
469_1199	random	DC	NA	NA	NA	NA	245	90%	3.1856	2.6755	-3.0735	7.0504	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL3195826	1
655_1741	random	DC	NA	NA	NA	NA	118	90%	3.1617	3.1617	-3.639	23.9215	BROWN	ACHIRAL	Solid	NA	CHEMBL4964387	1
917_1981	random	NC	NA	NA	NA	NA	89	90%	3.5924	3.5825	-4.0905	9.0363	NOT COLORED	ACHIRAL	Solid	NA	0	0
3_1647	random	NC	NA	NA	NA	NA	2	90%	3.1101	3.1101	-3.3094	15.4741	NOT COLORED	ACHIRAL	Solid	NA	0	0
255_1296	random	DC	NA	NA	NA	NA	112	90%	2.4576	2.4576	-2.6013	21.3984	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1356310	1
611_1962	random	DC	NA	NA	NA	NA	3	90%	4.1298	4.1275	-4.2642	9.6725	NOT COLORED	ACHIRAL	Solid	NA	0	0
957_1257	random	NC	NA	NA	NA	NA	81	90%	1.5551	1.5551	-2.4819	13.4869	ORANGE	ACHIRAL	Solid	NA	0	0
672_1956	random	DC	NA	NA	NA	NA	48	90%	6.101	6.0991	-6.2612	22.9474	NOT COLORED	ACHIRAL	Solid	NA	0	0
899_1410	random	NC	NA	NA	NA	NA	42	90%	2.4258	0.4251	-2.9913	12.3377	NOT COLORED	MIXTURE OF STEREOISOMERS	Solid	NA	0	0
821_1587	random	NC	NA	NA	NA	NA	2	90%	3.1257	3.1255	-3.2573	12.3402	NOT COLORED	ACHIRAL	Solid	NA	0	0
402_1647	random	DC	NA	NA	NA	NA	16	90%	2.4085	-0.0608	-2.8187	4.9322	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1903639	1
964_1540	random	DC	NA	NA	NA	NA	50	90%	6.96	6.96	-6.92	14	NOT COLORED	ACHIRAL	Solid	NA	0	0
71_1002	random	NC	NA	NA	NA	NA	32	90%	2.7721	2.7697	-3.5183	9.6519	BROWN	ACHIRAL	Solid	NA	CHEMBL4574405, CHEMBL4910777	2
293_1448	random	NC	NA	NA	NA	NA	81	90%	6.5281	6.498	-5.674	22.9948	BROWN	ACHIRAL	Solid	NA	0	0
706_1137	random	DC	NA	NA	NA	NA	50	90%	5.35	5.24	-6.52	8.38	NOT COLORED	ACHIRAL	Solid	NA	0	0
596_1947	random	IC	NA	NA	NA	NA	31	90%	-0.1067	-0.1068	-1.824	13.7009	YELLOW	ACHIRAL	Solid	NA	0	0
985_1052	random	DC	NA	NA	NA	NA	256	90%	1.9512	0.0945	-2.8202	5.5494	ORANGE	ACHIRAL	Solid	NA	0	0
801_1944	random	DC	NA	NA	NA	NA	158	90%	3.4951	3.4951	-3.5706	14.8098	NOT COLORED	RACEMIC MIXTURE	Solid	NA	CHEMBL4905057, CHEMBL4942393, CHEMBL1905089	3
22_1414	random	DC	NA	NA	NA	NA	4	90%	4.1014	1.195	-4.1176	15.5955	ORANGE	RACEMIC MIXTURE	Solid	NA	0	0
254_1732	random	DC	NA	NA	NA	NA	11	90%	2.8274	2.8274	-3.4625	15.9142	BROWN	RACEMIC MIXTURE	Solid	NA	0	0
720_1654	random	DC	NA	NA	NA	NA	2	90%	5.0187	5.0187	-5.1666	17.2527	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
813_1363	random	NC	NA	NA	NA	NA	155	90%	2.4033	2.4033	-2.7087	12.563	ORANGE	ACHIRAL	Solid	NA	CHEMBL5013850	1
133_1759	random	DC	NA	NA	NA	NA	294	90%	1.8983	1.8931	-2.6157	9.321	NOT COLORED	ACHIRAL	Solid	NA	0	0
846_1679	random	DC	NA	NA	NA	NA	67	90%	5.4079	5.4079	-5.3818	4.4661	NOT COLORED	ACHIRAL	Solid	NA	0	0
50_1841	random	DC	NA	NA	NA	NA	5	90%	6.6654	6.6654	-6.3976	27.2686	NOT COLORED	ACHIRAL	Oil	NA	0	0
825_1608	random	DC	NA	NA	NA	NA	43	90%	1.81	-2.18	-2.74	3.42	NOT COLORED	ACHIRAL	Solid	NA	0	0
839_1499	random	DC	NA	NA	NA	NA	28	90%	4.5444	4.5444	-4.7662	13.277	NOT COLORED	ACHIRAL	Solid	NA	0	0
428_1952	random	NC	NA	NA	NA	NA	216	90%	1.9264	1.9264	-2.2322	17.7407	NOT COLORED	ACHIRAL	Solid	NA	0	0
859_1388	random	DC	NA	NA	NA	NA	40	90%	2.959	2.9588	-3.2464	10.7961	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1524025, CHEMBL1722006, CHEMBL3104499, CHEMBL1513411, CHEMBL1374994, CHEMBL1704926, CHEMBL1705106, CHEMBL3104500, CHEMBL1484698, CHEMBL3104501	10
456_1736	random	DC	NA	NA	NA	NA	26	90%	6.3238	6.3237	-5.8602	23.6236	NOT COLORED	RACEMIC MIXTURE	Solid	NA	0	0
29_1375	random	DC	NA	NA	NA	NA	92	90%	2.4912	2.4912	-2.867	20.2543	NOT COLORED	RACEMIC MIXTURE	Solid	NA	CHEMBL1496239	1
290_1330	random	DC	NA	NA	NA	NA	10	90%	3.1893	3.1893	-3.4735	21.6517	NOT COLORED	RACEMIC MIXTURE	Solid	NA	CHEMBL1447169, CHEMBL1573001, CHEMBL1538784, CHEMBL1316277	4
850_1976	random	DC	NA	NA	NA	NA	25	90%	0.4987	0.462	-2.3887	8.4545	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL1379469, CHEMBL1401876	2
539_1129	random	IC	NA	NA	NA	NA	70	90%	0.4515	0.4514	-0.928	21.9235	ORANGE	RACEMIC MIXTURE	Oil	NA	0	0
480_2000	random	DC	NA	NA	NA	NA	50	90%	4.6559	4.6559	-4.7704	13.1478	YELLOW	ACHIRAL	Solid	NA	0	0
113_1627	random	DC	NA	NA	NA	NA	8	90%	5.4318	5.4253	-5.8885	9.2246	NOT COLORED	ACHIRAL	Solid	NA	0	0
791_1851	random	DC	NA	NA	NA	NA	1	90%	5.9843	5.9843	-5.6829	14.1006	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL4980906, CHEMBL4998082	2
684_1457	random	DC	NA	NA	NA	NA	29	90%	1.943	1.8	-1.502	14	NOT COLORED	ACHIRAL	Solid	NA	CHEMBL4978078, CHEMBL4896208	2
26_1755	random	DC	NA	NA	NA	NA	49	90%	3.9642	3.9642	-4.3133	14.389	NOT COLORED	MIXTURE OF STEREOISOMERS	Solid	NA	CHEMBL451114, CHEMBL516213	2
851_1293	random	DC	NA	NA	NA	NA	100	90%	3.9881	3.7851	-4.2215	7.6248	NOT COLORED	ACHIRAL	Solid	NA	0	0
332_1975	control	NA	0.2795	-0.0516	0.032	-0.0188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHEMBL2043437, CHEMBL2043440, CHEMBL4297534, CHEMBL2043436, CHEMBL2043429, CHEMBL2043434, CHEMBL2043435, CHEMBL2043438	8
362_1181	control	NA	0.4366	0.1454	0.6256	0.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHEMBL473417, CHEMBL1269915, CHEMBL1269914, CHEMBL1269035	4
573_1898	control	NA	0.6997	0.1252	0.2699	0.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHEMBL2141738, CHEMBL2105737, CHEMBL3137317	3
